,i,year,month,acyear,title,category,inst,instclass,url,country
3141,3141,2016,9,2016,Postdoc positions in modeling and observation of exoplanet atmospheres,Post-doctoral Positions and Fellowships,Bordeaux Astrophysics Laboratory / University of Bordeaux,Research Laboratory,/ad/9ac456a7,France
3142,3142,2017,12,2017,"4 PhD positions at KU Leuven, Belgium: Massive Star Binaries and Stellar Winds",Pre-doctoral/Graduate Positions,KU Leuven,Large Academic,/ad/811a8d5a,Belgium
3143,3143,2017,8,2017,PhD in Astronomy / Astrophysics,Pre-doctoral/Graduate Positions,International Max Planck Research School on Astrophysics,Foreign,/ad/6ffaffd1,Germany
3144,3144,2016,10,2016,Post-doctoral Research Associate 'Massive Stars in Starburst Regions',Post-doctoral Positions and Fellowships,University of Sheffield,Other,/ad/02080d8f,United Kingdom of Great Britain and Northern Ireland
3145,3145,2018,7,2018,ARC Future Fellowship scheme sponsorship,Post-doctoral Positions and Fellowships,Macquarie University,Large Academic,/ad/f239c574,Australia
3146,3146,2018,3,2017, Postdoctoral Researcher Associates at Nanjing University,Post-doctoral Positions and Fellowships,Nanjing University,Foreign,/ad/642eba15,China
3147,3147,2017,8,2017,Instrument Scientist at Dunn Solar Telescope,Science Engineering,New Mexico State University,Large Academic,/ad/34b345d8,United States of America
3148,3148,2018,10,2018,McGill Space Institute Postdoctoral Fellowships,Post-doctoral Positions and Fellowships,McGill University,Large Academic,/ad/d4dcffce,Canada
3149,3149,2016,6,2016,Specially-Appointed Researcher at the NAOJ Chile Observatory,Post-doctoral Positions and Fellowships,NAOJ,Foreign,/ad/28ac73b1,Japan
3150,3150,2018,9,2018,"Postdoctoral Positions in Observation, Theory, or Instrumentation",Post-doctoral Positions and Fellowships,Academia Sinica Institute of Astronomy and Astrophysics (ASIAA),Large Academic,/ad/609bcc36,Taiwan
3151,3151,2016,11,2016,3-years postdoctoral positions in extragalactic / ISM astronomy,Post-doctoral Positions and Fellowships,"LERMA, Observatoire de Paris, Institut d'Astrophysique de Paris (IAP)",Research Laboratory,/ad/ff99b9b7,France
3152,3152,2019,3,2018,Postdoctoral researcher or research fellow in very long baseline interferometry,Post-doctoral Positions and Fellowships,Aalto University,Foreign,/ad/1d9786fa,Finland
3153,3153,2018,5,2017,Postdoctoral Position in Planetary and Exoplanetary Atmospheres,Post-doctoral Positions and Fellowships,Jet Propulsion Laboratory,Research Laboratory,/ad/62a6ac89,United States of America
3154,3154,2017,1,2016,"ICCUB PhD projects within INPhINIT, ""la Caixa"" Foundation Fellowship Programme",Pre-doctoral/Graduate Positions,Institute of Cosmos Sciences / La Caixa Foundation,Large Academic,/ad/8651e964,Spain
3155,3155,2018,12,2018,Delta Institute for Theoretical Physics postdoc in GW cosmology based in Leiden/Amsterdam,Post-doctoral Positions and Fellowships,Leiden University,Large Academic,/ad/903df0bf,Netherlands
3156,3156,2017,1,2016,Postdoctoral Research Associate in Experimental / Observational Cosmology,Post-doctoral Positions and Fellowships,University of Manchester,Large Academic,/ad/45fa9819,United Kingdom of Great Britain and Northern Ireland
3157,3157,2017,11,2017,Postdoctoral position in theoretical high-energy astrophysics ,Post-doctoral Positions and Fellowships,University of Turku,Foreign,/ad/c721b9e7,Finland
3158,3158,2016,12,2016,Postdoctoral Research Position to Study the Interstellar Medium in Galaxies,Post-doctoral Positions and Fellowships,The Ohio State University,Large Academic,/ad/5bd38d07,United States of America
3159,3159,2017,10,2017,Software Engineer (618-500),Science Engineering,Universities Space Research Association,Industry,/ad/60ca9377,United States of America
3160,3160,2016,7,2016,Research scientist in determination of solar chromospheric magnetic fields with applications to space weather ,Post-doctoral Positions and Fellowships,Stockholm University,Large Academic,/ad/ae72813b,Sweden
3161,3161,2018,2,2017,"Post-Doctoral Associates â€“ Extragalactic Astronomy (Prof. Gelfand), Division of Science, NYU Abu Dhabi",Post-doctoral Positions and Fellowships,New York University Abu Dhabi,Large Academic,/ad/d98cd04e,United Arab Emirates
3162,3162,2019,1,2018,Physics Instructor/Planetarium Manager,Faculty Positions (visiting and non-tenure),TARLETON STATE UNIVERSITY,Small Academic,/ad/a883ce67,United States of America
3163,3163,2016,9,2016,POSTDOCTORAL PRIZE FELLOWSHIPS IN EXPERIMENTAL PHYSICS OR ASTROPHYSICS,Post-doctoral Positions and Fellowships,California Institute of Technology,Large Academic,/ad/fb5d3b9c,United States of America
3164,3164,2018,12,2018,Executive Director for NOVA,Science Management,"Netherlands Research School for Astronomy, NOVA",Large Academic,/ad/f1dece7e,Netherlands
3165,3165,2018,10,2018,Director of the University of Texas at Austin Institute for Geophysics,Other,University of Texas at Austin Jackson School of Geosciences,Large Academic,/ad/6970ce95,United States of America
3166,3166,2016,7,2016,Joint Macquarie University (MQ) / International Telescopes Support Office (ITSO) Lectureship in Astronomy and Astrophysics,Faculty Positions (visiting and non-tenure),Macquarie University / Australian Astronomical Observatory,Large Academic,/ad/d0524903,Australia
3167,3167,2017,8,2017,Call for applications to doctoral program 2018A in UST-KASI,Other,Korea Astronomy and Space Science Institute,Foreign,/ad/bdfa3933,Korea (Republic of)
3168,3168,2017,12,2017,Postdoctoral Position on Protoplanetary Disks &amp; Planet Formation,Post-doctoral Positions and Fellowships,University of Exeter,Large Academic,/ad/5737d5e6,United Kingdom of Great Britain and Northern Ireland
3169,3169,2019,3,2018,CRAF Frequency manager,Other,Joint Institute for VLBI ERIC,Foreign,/ad/f6b6d566,Netherlands
3170,3170,2019,2,2018,Instructor in Astrophysical and Planetary Sciences,Faculty Positions (visiting and non-tenure),University of Colorado Boulder,Large Academic,/ad/d15b56e8,United States of America
3171,3171,2017,2,2016,Competition for research scholarships in computational astrophysics,Pre-doctoral/Graduate Positions,Nicolaus Copernicus Astronomical Center,Foreign,/ad/c8f090f7,Poland
3172,3172,2018,10,2018,Hintze Fellowship (3 posts),Post-doctoral Positions and Fellowships,University of Oxford,Large Academic,/ad/9e1cd57e,United Kingdom of Great Britain and Northern Ireland
3173,3173,2017,7,2017,Postdoctoral Research Associate in Stellar Populations,Post-doctoral Positions and Fellowships,Florida Atlantic University,Large Academic,/ad/f3c95d7c,United States of America
3174,3174,2017,9,2017,ESA Research Fellowships in Space Science,Post-doctoral Positions and Fellowships,European Space Agency,Foreign,/ad/4d87f4ee,"Europe, various sites"
3175,3175,2018,7,2018,Postdoctoral position in observational cosmology,Post-doctoral Positions and Fellowships,"Centre de Physique des Particules de Marseille, Aix Marseille UniversitÃ© ,CNRS/IN2P3",Large Academic,/ad/b0cd193e,France
3176,3176,2017,8,2017,Faculty Positions at Sun Yat-sen University,Faculty Positions (tenure and tenure-track),School of Physics and Astronomy,Small Academic,/ad/48d175cb,China
3177,3177,2018,3,2017,One Postdoctoral Contract ERC PI2FA Active Regions 2018,Post-doctoral Positions and Fellowships,INSTITUTO DE ASTROFÃçSICA DE CANARIAS,Government Agency,/ad/12e19a64,Spain
3178,3178,2018,12,2018,Extragalactic Science - Curtin Institute of Radio Astronomy (CIRA),Post-doctoral Positions and Fellowships,Curtin University,Large Academic,/ad/d3a1440d,Australia
3179,3179,2018,11,2018,Waterloo Centre for Astrophysics Postdoctoral Fellowships,Post-doctoral Positions and Fellowships,University of Waterloo,Foreign,/ad/34f87429,Canada
3180,3180,2017,4,2016,PhD position in High Energy Astro- and Astroparticle Physics,Pre-doctoral/Graduate Positions,"University Innsbruck, Institute for Astro- and Particle Physics",Large Academic,/ad/20846d5c,Austria
3181,3181,2016,7,2016,"Postdoctoral Research fellowships in observational, theoretical, and/or computational astrophysics and instrumentation",Post-doctoral Positions and Fellowships,"Instituto de AstrofiÂ_sica y Center of Astro-Engineering, Pontificia Universidad CatÃ_lica de Chile",Large Academic,/ad/124ceab1,Chile
3182,3182,2018,12,2018,One Postdoctoral Contract Space IR Missions I 2018,Post-doctoral Positions and Fellowships,INSTITUTO DE ASTROFÃçSICA DE CANARIAS,Government Agency,/ad/a6385902,Spain
3183,3183,2018,9,2018,CIERA Postdoctoral Fellowship Positions in Astronomy &amp; Astrophysics,Post-doctoral Positions and Fellowships,Northwestern University,Large Academic,/ad/0dd9012a,United States of America
3184,3184,2019,4,2018,Assistant or Associate Scientist,Scientific/Technical Staff,AURA/NOAO,Other,/ad/a195b41c,United States of America
3185,3185,2018,10,2018,Assistant Professor- Astrophysics,Faculty Positions (tenure and tenure-track),Clemson University,Large Academic,/ad/df356a49,United States of America
3186,3186,2017,10,2017,SALT Astronomer,Scientific/Technical Staff,South African Astronomical Observatory,Foreign,/ad/30022d4b,South Africa
3187,3187,2018,2,2017,Postdoc in Galactic Archaeology,Post-doctoral Positions and Fellowships,Diego Portales University,Large Academic,/ad/b0faa45f,Chile
3188,3188,2018,12,2018,Magellan Instrument Support Engineer/Scientist,Science Engineering,Las Campanas Observatory,Foreign,/ad/3c994d43,Chile
3189,3189,2017,6,2017,CEICO Researcher in Photosensors and Cosmology,Other,"Institute of Physics, The Czech Academy of Sciences",Foreign,/ad/4b14145a,Czech Republic
3190,3190,2016,9,2016,Professor of NAOJ Chile Observatory (Chile-based),Faculty Positions (tenure and tenure-track),National Astronomical Observatory of Japan,Foreign,/ad/48197ec6,Japan
3191,3191,2016,12,2016,Two Research Associate positions in reionization and 21cm intensity mapping,Post-doctoral Positions and Fellowships,Imperial College London,Large Academic,/ad/9bc830ed,United Kingdom of Great Britain and Northern Ireland
3192,3192,2019,3,2018,"Adaptive Optics, Optical, Mechanical, Electronic and System Engineer for AO instruments",Science Engineering,INAF,Foreign,/ad/78f20341,Italy
3193,3193,2016,10,2016,PhD position in observational extragalactic astrophysics,Pre-doctoral/Graduate Positions,"Institute for Astro- and Particle Physics, University of Innsbruck, Austria",Large Academic,/ad/06eaa93e,Austria
3194,3194,2018,1,2017,Predoctoral Fellowship at Chandra X-ray Center,Pre-doctoral/Graduate Positions,Harvard-Smithsonian Center for Astrophysics,Other,/ad/35af0831,United States of America
3195,3195,2018,10,2018,KASI-Arizona Joint Post Doctoral Fellowship for Advanced Study in Astronomy and Astrophysics,Post-doctoral Positions and Fellowships,University of Arizona,Large Academic,/ad/354a737f,United States of America
3196,3196,2018,9,2018,"Research Scientist (Postdoc for the Interface Region Imaging Spectrograph ""IRIS"" Project)",Post-doctoral Positions and Fellowships,Bay Area Environmental Research Institute,Other,/ad/955c1815,United States of America
3197,3197,2018,9,2018,CITA National Fellowship,Post-doctoral Positions and Fellowships,Various Canadian Universities,Large Academic,/ad/c3f0003d,Canada
3198,3198,2018,12,2018,Postdoc position in astrophysics of transient gravitational waves,Post-doctoral Positions and Fellowships,Nicolaus Copernicus Astronomical Center of the Polish Academy of Sciences,Other,/ad/d33c90c6,Poland
3199,3199,2018,12,2018,Post-doctoral position in pulsar physics,Post-doctoral Positions and Fellowships,UniversitÃ© de Strasbourg,Research Laboratory,/ad/83de8dd0,France
3200,3200,2016,11,2016,"Postdoctoral Position in Computational Astrophysics, Univ. of Notre Dame",Post-doctoral Positions and Fellowships,University of Notre Dame,Large Academic,/ad/13b56b20,United States of America
3201,3201,2017,11,2017,"Resident Astronomer at Hobby-Eberly Telescope, McDonald Observatory",Scientific/Technical Staff,University of Texas at Austin,Research Laboratory,/ad/fe2e1745,United States of America
3202,3202,2017,7,2017,"PhD Scholarship at the International Centre for Radio Astronomy Research (ICRAR), Curtin University node.",Pre-doctoral/Graduate Positions,Curtin University,Large Academic,/ad/148b2b29,Australia
3203,3203,2017,4,2016,Postdoctoral Research Associate in Observations of Compact Binaries,Post-doctoral Positions and Fellowships,Michigan State University,Large Academic,/ad/829f7996,United States of America
3204,3204,2016,10,2016,Astronomy Lecturer - Emory University,Faculty Positions (visiting and non-tenure),Emory University,Large Academic,/ad/99f4a6d9,United States of America
3205,3205,2017,10,2017,Research Associate,Post-doctoral Positions and Fellowships,Michigan State University,Large Academic,/ad/1a77bc92,United States of America
3206,3206,2019,5,2018,Lecturer below/ above the bar in Astronomy at NUI Galway,Faculty Positions (tenure and tenure-track),National University of Ireland Galway,Large Academic,/ad/38f38877,Ireland
3207,3207,2017,11,2017,Computational Scientist,Faculty Positions (tenure and tenure-track),University of Oregon,Large Academic,/ad/03c1d6ed,United States of America
3208,3208,2017,9,2017,Post-doctoral Researcher in Extragalactic Astronomy,Post-doctoral Positions and Fellowships,Space Telescope Science Institute,Other,/ad/18ecc122,United States of America
3209,3209,2017,1,2016,"Faculty positions across astronomy, astrophysics &amp; space science. ",Faculty Positions (tenure and tenure-track),"School of Astronomy &amp; Space Science, University of the Chinese Academy of Sciences",Foreign,/ad/141738fe,China
3210,3210,2019,1,2018,Tess Science Operations Center Manager,Science Management,Massachusetts Institute of Technology,Large Academic,/ad/7c864861,United States of America
3211,3211,2017,10,2017,Post-doctoral Researcher in Interstellar Medium Studies of External Galaxies,Post-doctoral Positions and Fellowships,Space Telescope Science Institute,Other,/ad/56590eb8,United States of America
3212,3212,2018,12,2018,Head of the Section â€œSupercomputing and E-Scienceâ€ù,Faculty Positions (tenure and tenure-track),Leibniz Institute for Astrophysics Potsdam (AIP),Foreign,/ad/09daef9b,Germany
3213,3213,2018,10,2018,Postdoc in 21cm Data Analysis ,Post-doctoral Positions and Fellowships,Arizona State University,Large Academic,/ad/e56bb558,United States of America
3214,3214,2018,5,2017,10-Meter South Pole Telescope Winter-Over,Scientific/Technical Staff,University of Chicago,Large Academic,/ad/4468c785,United States of America
3215,3215,2018,11,2018,NAOJ Postdoctoral Researcher Stationed at the University of Tokyo,Post-doctoral Positions and Fellowships,National Astronomical Observatory of Japan/University of Tokyo,Foreign,/ad/6d0ff8cf,Japan
