,i,year,month,acyear,title,category,inst,instclass,url,country
3890,3890,2021,11,2021,Postdoctoral Fellowship Position for LSST-related Research,Post-doctoral Positions and Fellowships,University of the Western Cape,Large Academic,/ad/a58ca1a7,South Africa
3891,3891,2019,12,2019,IAU International Fundraiser,Science Management,Leiden Observatory / Leiden University,Large Academic,/ad/6bc74717,Netherlands
3892,3892,2021,5,2020,"2 PhD fellowship in ASTRONOMY, ASTROPHYSICS AND SPACE SCIENCE under Marie – Sklodowska – Curie action Innovative Training Network (ITN) project named SWATNet (Space Weather Awareness Training Network) - Rome",Pre-doctoral/Graduate Positions,University of Rome Tor Vergata,Large Academic,/ad/c44607d8,Italy
3893,3893,2021,11,2021,Radio Astronomy Technology Manager,Science Management,National Research Council Canada,Government Agency,/ad/80995898,Canada
3894,3894,2020,3,2019,SKA Operations Scientist/SAFe® Product Manager,Science Management,Square Kilometre Array Organisation,Other,/ad/6a6b0a9b,United Kingdom of Great Britain and Northern Ireland
3895,3895,2019,12,2019,Associate Lecturer/Lecturer/Senior Lecturer - Radio Astronomy Instrumentation,Post-doctoral Positions and Fellowships,Curtin University,Large Academic,/ad/850ec7bb,Australia
3896,3896,2021,2,2020,Research Associate,Post-doctoral Positions and Fellowships,Curtin University,Large Academic,/ad/f053a7d0,Australia
3897,3897,2021,4,2020,GRAVITY+ atmospheric simulations and adaptive optics,Post-doctoral Positions and Fellowships,Paris Observatory-PSL / CNRS,Research Laboratory,/ad/e40754fe,France
3898,3898,2021,12,2021,Postdoctoral fellowships at the Millennium Nucleus on Young Exoplanets and their Moons ,Post-doctoral Positions and Fellowships,Millennium Nucleus on Young Exoplanets and their Moons,Large Academic,/ad/7ac6ddf9,Chile
3899,3899,2022,3,2021,Deputy Project Manager,Science Management,TMT International Observatory LLC,Other,/ad/488bfcc1,United States of America
3900,3900,2021,12,2021,Postdoctoral positions on the Origin and Fate of Dust in the Universe,Post-doctoral Positions and Fellowships,Chalmers University of Technology,Large Academic,/ad/a11ba48e,Sweden
3901,3901,2021,6,2021,PhD Scholarships In Galaxy Evolution,Pre-doctoral/Graduate Positions,"International Centre for Radio Astronomy Research (ICRAR), University of Western Australia",Large Academic,/ad/29248720,Australia
3902,3902,2020,1,2019,Senior Postdoctoral Researcher on Data Science in Astronomy,Post-doctoral Positions and Fellowships,University of Hamburg,Large Academic,/ad/900a3896,Germany
3903,3903,2020,1,2019,Postdoctoral Positions in Astrophysics,Post-doctoral Positions and Fellowships,Huazhong University of Science and Technology,Large Academic,/ad/611439aa,China
3904,3904,2022,4,2021,Gemini Deputy Director,Science Management,AURA/Gemini Observatory,Other,/ad/61a1cd38,United States of America
3905,3905,2020,9,2020,Postdoc Position Infrared Group,Post-doctoral Positions and Fellowships,Max Planck Institute for Extraterrestrial Physics,Foreign,/ad/85068f34,Germany
3906,3906,2020,3,2019,Postdoctoral Position in Observational Extragalactic Astronomy,Post-doctoral Positions and Fellowships,Leiden University,Large Academic,/ad/43422941,Netherlands
3907,3907,2020,1,2019,X-ray astronomy at XMM-Newton SSC,Post-doctoral Positions and Fellowships,CEA Saclay,Research Laboratory,/ad/61ad1443,France
3908,3908,2020,11,2020,Postdoctoral Fellowship in Time Domain Astronomy,Post-doctoral Positions and Fellowships,California Institute of Technology,Small Academic,/ad/4911cff4,United States of America
3909,3909,2021,7,2021,Lecturer of Physics – Astronomy,Faculty Positions (visiting and non-tenure),Texas State University,Large Academic,/ad/68576ba2,United States of America
3910,3910,2022,5,2021,PhD scholarships in Astrophysics at the University of Western Australia ,Pre-doctoral/Graduate Positions,University of Western Australia,Large Academic,/ad/2d274a96,Australia
3911,3911,2022,8,2022,Scientific Editor,Other,American Astronomical Society,Other,/ad/db0d98bf,United States of America
3912,3912,2020,6,2020,Postdoctoral position on Cepheid astrophysics,Post-doctoral Positions and Fellowships,Nicolaus Copernicus Astronomical Center,Small Academic,/ad/84d6494f,Poland
3913,3913,2022,3,2021,Research Support Technician NED,Scientific/Technical Staff,Caltech,Small Academic,/ad/8e3c3cee,United States of America
3914,3914,2019,10,2019,Research Assistant/Associate in observatonal/theoretical astrophysics,Post-doctoral Positions and Fellowships,University of Cambridge,Foreign,/ad/62126712,United Kingdom of Great Britain and Northern Ireland
3915,3915,2022,5,2021,Research Officer (Astronomer) - Canadian Gemini Office,Scientific/Technical Staff,National Research Council Canada (NRC),Government Agency,/ad/c27c0ff8,Canada
3916,3916,2021,9,2021,"Postdoctoral Positions in Exoplanet Atmosphere Studies, Atmospheric Physics of Exoplanets Department (APEx)  Max Planck Institute for Astronomy, Heidelberg (Ref. 328)",Post-doctoral Positions and Fellowships,Max Planck Institute for Astronomy,Large Academic,/ad/be8d3f79,Germany
3917,3917,2019,12,2019,Postdoctoral Research in Computational Astrophysics of Star Formation,Post-doctoral Positions and Fellowships,Lawrence Livermore National Laboratory,Research Laboratory,/ad/48cfb88d,United States of America
3918,3918,2019,10,2019,Lead/Senior Optical Systems Engineer,Science Engineering,STFC,Research Laboratory,/ad/0b9fe278,United Kingdom of Great Britain and Northern Ireland
3919,3919,2019,10,2019,Postdoctoral position in Computational Cosmology,Post-doctoral Positions and Fellowships,Center for Theoretical Physics of the Polish Academy of Sciences,Small Academic,/ad/06362368,Poland
3920,3920,2020,10,2020,Postdoctoral Fellowships in Cosmology and Astrophysics at Kavli IPMU,Post-doctoral Positions and Fellowships,Kavli Institute for the Physics and Mathematics of the Universe (Kavli IPMU),Research Laboratory,/ad/403c409b,Japan
3921,3921,2022,6,2022,Deputy Division Leader (R&amp;D Manager),Scientific/Technical Staff,Los Alamos National Laboratory,Government Agency,/ad/278a6f64,United States of America
3922,3922,2019,7,2019,Postdoctoral Research Fellow Position in Extra-galactic Astronomy and Cosmology,Post-doctoral Positions and Fellowships,Korea Institute for Advanced Study,Small Academic,/ad/d6c80177,Korea (Republic of)
3923,3923,2019,10,2019,Postdoctoral position in observational cosmology,Post-doctoral Positions and Fellowships,University of Yangzhou,Large Academic,/ad/19c3d4fd,China
3924,3924,2021,11,2021,Post-Doctoral Researcher in Galactic Interstellar Medium Studies- #0004084,Post-doctoral Positions and Fellowships,The Space Telescope Science Institute,Other,/ad/edda4214,United States of America
3925,3925,2019,6,2019,AAS Media Fellowship,Other,American Astronomical Society,Other,/ad/8ad08e70,United States of America
3926,3926,2021,6,2021,Postdoctoral Position in Cosmology at Sejong University,Post-doctoral Positions and Fellowships,Sejong University,Small Academic,/ad/5ae1ec76,Korea (Republic of)
3927,3927,2019,9,2019,PhD position in Astrophysics,Pre-doctoral/Graduate Positions,"KTH Royal Institute of Technology, Stockholm",Foreign,/ad/0bf6cd24,Sweden
3928,3928,2019,9,2019,Assistant Professor – Physics Department ,Faculty Positions (tenure and tenure-track),Lafayette College,Small Academic,/ad/1b2dc430,United States of America
3929,3929,2019,9,2019,2020 Panofsky Fellowship at the SLAC National Accelerator Laboratory,Post-doctoral Positions and Fellowships,Stanford University,Large Academic,/ad/1ae9fdef,United States of America
3930,3930,2021,5,2020,Teaching Assistant Professor of Astronomy,Faculty Positions (visiting and non-tenure),University of Virginia,Large Academic,/ad/ce0ff203,United States of America
3931,3931,2022,4,2021,Professorial Lecturer in Physics,Faculty Positions (visiting and non-tenure),American University,Large Academic,/ad/d9a208ba,United States of America
3932,3932,2021,5,2020,Subaru Instrumentation/Research Specialist – ID# 221227,Scientific/Technical Staff,National Astronomical Observatory of Japan,Other,/ad/74cd6bb1,United States of America
3933,3933,2021,3,2020,Facility Science Instrument Engineer,Science Engineering,SOFIA / Universities Space Research Association,Other,/ad/63efab73,United States of America
3934,3934,2022,7,2022,IT Specialist  (Applications Software),Scientific/Technical Staff,Smithsonian Astrophysical Observatory,Government Agency,/ad/7a61d19d,United States of America
3935,3935,2021,9,2021,Operations Manager - LIGO Livingston,Science Management,California Institute of Technology,Large Academic,/ad/d87c021e,United States of America
3936,3936,2019,9,2019,Science Application Developers (Junior to Senior levels available) - #0036175 ,Science Engineering,Space Telescope Science Institute,Other,/ad/882c93e2,United States of America
3937,3937,2020,11,2020,ISM*@ST Postdoctoral Researcher(s)- #0001903,Post-doctoral Positions and Fellowships,Space Telescope Science Institute,Government Agency,/ad/f8fe81bb,United States of America
3938,3938,2019,10,2019,McGill Space Institute Postdoctoral Fellowships,Post-doctoral Positions and Fellowships,McGill University,Large Academic,/ad/68117b75,Canada
3939,3939,2022,6,2022,Lick Observatory Laser / Telescope Technician,Scientific/Technical Staff,University of California Santa Cruz,Large Academic,/ad/53308099,United States of America
3940,3940,2019,12,2019,Postdoctoral Position(s) at the ALMA ARC node at Leiden Observatory,Post-doctoral Positions and Fellowships,Leiden University,Large Academic,/ad/f3832662,Netherlands
3941,3941,2020,10,2020,"Postdoctoral Research Positions in the Planet and Star Formation Department at the  Max Planck Institute for Astronomy (MPIA), Heidelberg ",Post-doctoral Positions and Fellowships,Max Planck Institute for Astronomy,Foreign,/ad/7bda0011,Germany
3942,3942,2021,10,2021,"Postdoctoral Research Associate in Galaxy Formation, Cosmology, and Machine Learning",Post-doctoral Positions and Fellowships,University of Connecticut,Large Academic,/ad/4f0fa834,United States of America
3943,3943,2020,10,2020,Postdoctoral Position in Time Domain or Stellar Astrophysics,Post-doctoral Positions and Fellowships,University of Toronto,Large Academic,/ad/5b8907f9,Canada
3944,3944,2021,3,2020,Postdoctoral Position in Multimessenger Astrophysics at the Institut d'Astrophysique de Paris,Post-doctoral Positions and Fellowships,Institut d'Astrophysique de Paris (IAP),Research Laboratory,/ad/6c4900f0,France
3945,3945,2021,11,2021,Lead Systems Engineer,Science Engineering,Lawrence Berkeley National Laboratory,Research Laboratory,/ad/de9c0730,United States of America
3946,3946,2019,8,2019,PhD position in the research field of neutron stars,Pre-doctoral/Graduate Positions,University of Tübingen,Large Academic,/ad/33404db0,Germany
3947,3947,2019,10,2019,Postdoctoral Researcher in Low-Frequency Gravitational Waves,Post-doctoral Positions and Fellowships,University of Wisconsin-Milwaukee,Large Academic,/ad/c1bb2a9a,United States of America
3948,3948,2022,2,2021,Postdoctoral Position at National Central University (Taiwan) in Optical Astronomy,Post-doctoral Positions and Fellowships,National Central University,Foreign,/ad/1b3f9e7f,Taiwan
3949,3949,2020,8,2020,Postdoctoral position on neutral hydrogen in nearby galaxies,Post-doctoral Positions and Fellowships,"ASTRON, the Netherlands institute for Radio Astronomy",Small Academic,/ad/61787416,Netherlands
3950,3950,2022,6,2022,Telescope IT Systems Administrator,Scientific/Technical Staff,Sunspot Solar Observatory / NMSU,Large Academic,/ad/1c4c2707,United States of America
3951,3951,2019,11,2019,Postdoctoral Research Associate,Post-doctoral Positions and Fellowships,Brandeis University,Large Academic,/ad/49be39b6,United States of America
3952,3952,2022,4,2021,Senior Software Engineer- #0005474,Science Engineering,The Space Telescope Science Institute,Small Academic,/ad/e679f45f,United States of America
3953,3953,2020,10,2020,Nordita Fellowships 2021-2023,Post-doctoral Positions and Fellowships,"Nordita, the Nordic Institute for Theoretical Physics",Small Academic,/ad/9fad9e53,Sweden
3954,3954,2021,8,2021,12 Postdoc and PhD positions in the DFG Research Unit ‚Relativistic Jets in Active Galaxies’,Pre-doctoral/Graduate Positions,Universität Würzburg,Foreign,/ad/902d2bd6,Germany
3955,3955,2019,11,2019,"Postdoctoral Position in Multi-wavelength Supernova, Gravitational-Wave, and Time-Domain Research",Post-doctoral Positions and Fellowships,"University of California, Davis",Large Academic,/ad/c903583b,United States of America
3956,3956,2019,11,2019,Senior Linux System Engineer in Grenoble,Scientific/Technical Staff,IRAM,Research Laboratory,/ad/dda42592,France
3957,3957,2019,10,2019,Professor in Physics,Faculty Positions (tenure and tenure-track),University of Bath,Large Academic,/ad/fe0eb427,United Kingdom of Great Britain and Northern Ireland
3958,3958,2019,6,2019,SKA Operations Scientist/SAFe® Product Manager,Scientific/Technical Staff,Square Kilometre Array Organisation,Other,/ad/8ec54a9e,United Kingdom of Great Britain and Northern Ireland
3959,3959,2022,4,2021,Lecturer - Physics and Astronomy Department,Faculty Positions (visiting and non-tenure),College of Staten Island,Small Academic,/ad/a092eb0b,United States of America
3960,3960,2021,9,2021,CITA Postdoctoral Fellowship,Post-doctoral Positions and Fellowships,Canadian Institute for Theoretical Astrophysics,Large Academic,/ad/c95b3735,Canada
3961,3961,2021,10,2021,Postdoctoral researchers in theoretical astroparticle physics,Post-doctoral Positions and Fellowships,Deutsches Elektronen-Synchrotron,Other,/ad/85067963,Germany
3962,3962,2021,11,2021,Gas and galaxy evolution in different environments,Post-doctoral Positions and Fellowships,INAF-Astronomical Observatory of Padova,Research Laboratory,/ad/286a21b4,Italy
3963,3963,2022,2,2021,Astronomy Faculty Positions at University of Science and Technology of China,Faculty Positions (tenure and tenure-track),University of Science and Technology of China,Foreign,/ad/b1c75e40,China
3964,3964,2022,4,2021,Assistant/Associate Professors of Physics and Astronomy,Faculty Positions (tenure and tenure-track),University of Birmingham,Foreign,/ad/0f853493,United Kingdom of Great Britain and Northern Ireland
