,i,year,month,acyear,title,category,inst,instclass,url,country,postalcode
4145,4145,2021,4,2020,Lecturer in Astronomy,Faculty Positions (tenure and tenure-track),The Open University,Large Academic,/ad/efc7f8c3,United Kingdom of Great Britain and Northern Ireland,
4146,4146,2021,12,2021,Postdoctoral Fellowship in Artificial Intelligence (AI) applied to Astronomy,Post-doctoral Positions and Fellowships,Leiden University,Large Academic,/ad/8161aa2a,Netherlands,
4147,4147,2019,8,2019,Science Instruments Project Manager,Science Engineering,Thirty Meter Telescope,Other,/ad/ec63b9dc,United States of America,
4148,4148,2021,11,2021,Research scientist: analysis software infrastructure for LSST,Scientific/Technical Staff,Carnegie Mellon University,Small Academic,/ad/546f7106,United States of America,15213
4149,4149,2022,2,2021,Postdoc in Plasma astrophysics / astroparticle physics,Post-doctoral Positions and Fellowships,DESY,Research Laboratory,/ad/c05b9a8b,Germany,
4150,4150,2023,4,2022,PhD positions at Stockholm University,Pre-doctoral/Graduate Positions,Stockholm University,Large Academic,/ad/527ff23b,Sweden,
4151,4151,2019,10,2019,Postdoctoral positions in Extragalactic Astrophysics,Post-doctoral Positions and Fellowships,University of Ferrara,Foreign,/ad/5b5b9430,Italy,44122
4152,4152,2020,8,2020,ASTRO 3D Postdoctoral Research Associate,Post-doctoral Positions and Fellowships,Swinburne University of Technology,Large Academic,/ad/aa7b153b,Australia,3122
4153,4153,2020,2,2019,PhD position in extragalactic astronomy,Pre-doctoral/Graduate Positions,Laboratoire d'Astrophysique de Marseille,Research Laboratory,/ad/7af22e06,France,13388
4154,4154,2022,5,2021,Science Software Developer (IT Specialist) ,Scientific/Technical Staff,Smithsonian Astrophysical Observatory,Government Agency,/ad/3bbb0cbd,United States of America,
4155,4155,2020,8,2020,Carnegie Postdoctoral Fellowship in Astronomy and Planetary Science,Post-doctoral Positions and Fellowships,Carnegie Institution for Science,Research Laboratory,/ad/718e2daf,United States of America,
4156,4156,2021,9,2021,CITA National Fellowship,Post-doctoral Positions and Fellowships,Various Canadian Universities,Large Academic,/ad/ae610a11,Canada,
4157,4157,2021,2,2020,Technical Assistant II U of M Data Analyst,Scientific/Technical Staff,University of Massachusetts Amherst,Large Academic,/ad/ace2a5d8,United States of America,01003
4158,4158,2020,10,2020,PhD Positions at the Vienna International School of Earth and Space Sciences,Pre-doctoral/Graduate Positions,University of Vienna,Large Academic,/ad/2bb56b58,Austria,1090
4159,4159,2021,4,2020,Assistant Teaching Professor of Physics &amp; Astronomy,Faculty Positions (visiting and non-tenure),Ball State University,Large Academic,/ad/9221fa04,United States of America,47306
4160,4160,2020,12,2020,"Postdoctoral positions in galaxy/AGN physics and evolution, School of Astronomy and Space Science, Nanjing University",Post-doctoral Positions and Fellowships,Nanjing University,Foreign,/ad/74284368,China,210023
4161,4161,2021,12,2021,Postdoctoral position in Pulsar Searching with CHIME,Post-doctoral Positions and Fellowships,University of British Columbia,Foreign,/ad/b591c195,Canada,V6T 1Z!
4162,4162,2019,11,2019,Two Postdoctoral Positions in Radio Astronomy,Post-doctoral Positions and Fellowships,Max-Planck-Institut für Radioastronomie,Research Laboratory,/ad/a76f585a,Germany,53121
4163,4163,2019,11,2019,"Dean of the School of Science, Technology, Engineering &amp; Mathematics ",Science Management,"University of Washington, Bothell",Large Academic,/ad/91fcae89,United States of America,
4164,4164,2023,1,2022,Lecturer and Lab Manager in Physics ,Faculty Positions (visiting and non-tenure),Union College,Small Academic,/ad/b1975704,United States of America,12308
4165,4165,2020,1,2019,Postdoctoral Position: Space Physics,Post-doctoral Positions and Fellowships,Dublin Institute for Advanced Studies,Small Academic,/ad/0a105568,Ireland,D02-XF86
4166,4166,2021,1,2020,University Lectureship in Extragalactic Astrophysics,Faculty Positions (tenure and tenure-track),University of Cambridge,Large Academic,/ad/880c35a9,United Kingdom of Great Britain and Northern Ireland,CB3 0HE
4167,4167,2020,11,2020,"PhD Fellowships at the Cosmic DAWN Center, Niels Bohr Institute",Pre-doctoral/Graduate Positions,University of Copenhagen,Large Academic,/ad/94573e1b,Denmark,2200
4168,4168,2021,10,2021,Postdoctoral Scholar-Heliophysics and Planetary Science -Space Sciences Laboratory,Post-doctoral Positions and Fellowships,"University of California, Berkeley",Large Academic,/ad/a0443cb5,United States of America,94720
4169,4169,2021,11,2021,Astrophysicist (Post-doctoral Research Fellow),Post-doctoral Positions and Fellowships,Smithsonian Astrophysical Observatory,Government Agency,/ad/9e8f8042,United States of America,01721
4170,4170,2021,12,2021,Post-doctoral Research Associate in Protoplanetary Discs and Planet Formation,Post-doctoral Positions and Fellowships,University of Leicester,Large Academic,/ad/9ffda850,United Kingdom of Great Britain and Northern Ireland,LE1 7RH
4171,4171,2022,5,2021,"Assistant Professor, National Astronomical Observatory of Japan (NAOJ) SOLAR-C Project",Faculty Positions (tenure and tenure-track),National Astronomical Observatory of Japan (NAOJ),Foreign,/ad/8674def9,Japan,181-8588
4172,4172,2022,9,2022,Postdoctoral Associate - Cornell University- Cornell Center  for  Astrophysics and Planetary Science,Post-doctoral Positions and Fellowships,Cornell University,Large Academic,/ad/57457089,United States of America,14853
4173,4173,2020,9,2020,Postdoctoral Excellence Fellowship at Radboud University,Post-doctoral Positions and Fellowships,Radboud University,Large Academic,/ad/ed6017c6,Netherlands,
4174,4174,2019,10,2019,William and Caroline Herschel Fellowship at McMaster University,Post-doctoral Positions and Fellowships,McMaster University,Large Academic,/ad/495d48ba,Canada,
4175,4175,2022,4,2021,One Postdoctoral Contract IR Atomic Transitions 2022 (PS-2022-026),Post-doctoral Positions and Fellowships,Instituto de Astrofísica de Canarias,Government Agency,/ad/a2f8037f,Spain,
4176,4176,2023,4,2022,Operations Staff Astronomer / Instrument Scientist,Faculty Positions (tenure and tenure-track),European Southern Observatory,Other,/ad/8bf4df30,Chile,
4177,4177,2023,2,2022,Research Associate in Extragalactic Astrophysics,Post-doctoral Positions and Fellowships,Newcastle University,Large Academic,/ad/636909d2,United Kingdom of Great Britain and Northern Ireland,
4178,4178,2022,11,2022,Postdoctoral Position in Exoplanets at Universidad Diego Portales,Post-doctoral Positions and Fellowships,Universidad Diego Portales,Large Academic,/ad/e6254826,Chile,
4179,4179,2021,8,2021,NASA Postdoctoral Program - Application Deadline November 1 2021,Post-doctoral Positions and Fellowships,NASA / Universities Space Research Association,Other,/ad/5bb16fe8,United States of America,
4180,4180,2021,6,2021,Data scientist (W/M),Scientific/Technical Staff,Ecole Polytechnique Fédérale de Lausanne (EPFL),Research Laboratory,/ad/70d9e4d6,Switzerland,1015
4181,4181,2021,2,2020,Adaptive Optics Senior Software Engineer,Science Engineering,"TMT International Observatory, LLC",Other,/ad/9f60b27b,United States of America,
4182,4182,2019,10,2019,"Director of Operations, Apache Point Observatory",Science Management,Astrophysical Research Consortium / New Mexico State University,Large Academic,/ad/5c03e128,United States of America,88003
4183,4183,2022,8,2022,Assistant Professor in Astronomy &amp; Astrophysics,Faculty Positions (tenure and tenure-track),The University of Chicago,Large Academic,/ad/feefce64,United States of America,60637
4184,4184,2022,7,2022,Postdoctoral Research Fellow in Cosmology,Post-doctoral Positions and Fellowships,Swinburne University,Large Academic,/ad/310c3d0f,Australia,
4185,4185,2021,9,2021,Postdoctoral position at UTRGV Center for Gravitational Wave Astronomy ,Post-doctoral Positions and Fellowships,The University of Texas Rio Grande Valley,Large Academic,/ad/0e12dc16,United States of America,78520
4186,4186,2019,8,2019,Harlan J. Smith McDonald Observatory Postdoctoral Fellowship,Post-doctoral Positions and Fellowships,The University of Texas at Austin,Large Academic,/ad/c4b79abd,United States of America,78712
4187,4187,2022,10,2022,"Tenure-track Faculty Positions in School of Astronomy and Space Science, Nanjing University, Nanjing, China",Faculty Positions (tenure and tenure-track),Nanjing University,Foreign,/ad/89c62307,China,210046
4188,4188,2019,11,2019,Postdoctoral Research Position in Astrochemistry,Post-doctoral Positions and Fellowships,Harvard University,Large Academic,/ad/e93bffe8,United States of America,02138
4189,4189,2021,3,2020,Postdoctoral Fellow in Astrophysical and Fusion Plasma Sciences (National Institutes of Natural Sciences Japan/Princeton University),Post-doctoral Positions and Fellowships,National Institutes of Natural Sciences Japan/Princeton University,Small Academic,/ad/96309c3c,United States of America,08540
4190,4190,2020,2,2019,Assistant Professor of Physics,Faculty Positions (visiting and non-tenure),University of the Virgin Islands,Large Academic,/ad/a399eff8,United States of America,00802
4191,4191,2020,3,2019,Postdoctoral Position in Astrophysics: dark matter and galaxy formation/evolution,Post-doctoral Positions and Fellowships,University of Iceland,Small Academic,/ad/9e45806e,Iceland,
4192,4192,2022,3,2021,PhD position in (exo)planetary atmospheres and planet formation,Pre-doctoral/Graduate Positions,University of Bern,Large Academic,/ad/64438e51,Switzerland,3012
4193,4193,2023,4,2022,Postdoctoral Research Assistant in Exoplanets  - 3 Positions,Post-doctoral Positions and Fellowships,University of Oxford,Large Academic,/ad/ad91e3e1,United Kingdom of Great Britain and Northern Ireland,OX1 3RH
4194,4194,2021,5,2020,Postdoctoral Position in Black Hole Astrophysics,Post-doctoral Positions and Fellowships,Chungbuk National University,Large Academic,/ad/cbde7d41,Korea (Republic of),361-763
4195,4195,2020,12,2020,Post-doctoral Research Fellow - The WEAVE-LOFAR Survey,Post-doctoral Positions and Fellowships,"Centre for Astrophysics Research, University of Hertfordshire",Large Academic,/ad/f2eee7cf,United Kingdom of Great Britain and Northern Ireland,AL10 9AB
4196,4196,2022,9,2022,Multi-Messenger and Time-Domain Astronomy Faculty - University of Wisconsin-Madison,Faculty Positions (tenure and tenure-track),University of Wisconsin-Madison,Large Academic,/ad/119ca793,United States of America,53706
4197,4197,2022,11,2022,Research positions in the Planetary Atmospheres Group at the Institute for Basic Science,Post-doctoral Positions and Fellowships,Institute for Basic Science (IBS),Government Agency,/ad/b2883bda,Korea (Republic of),34126
4198,4198,2020,9,2020,Postdoctoral Research Fellow in Supernovae and Transients,Post-doctoral Positions and Fellowships,Trinity College Dublin,Large Academic,/ad/772bcfb2,Ireland,Dublin 2
4199,4199,2022,11,2022,Postdoctoral Research Assistance in supernova modelling,Post-doctoral Positions and Fellowships,University of Oxford,Large Academic,/ad/03031964,United Kingdom of Great Britain and Northern Ireland,OX1 3RH
4200,4200,2021,9,2021,Postdoctoral Fellowships for Rubin Science at KIPAC,Post-doctoral Positions and Fellowships,KIPAC,Large Academic,/ad/ae7b9dcc,United States of America,94305
4201,4201,2019,12,2019,Electrical Engineer,Other,AURA/NSO,Other,/ad/5ade26e9,United States of America,
4202,4202,2021,3,2020,Project Manager,Other,Gemini Observatory,Other,/ad/2283cca6,United States of America,
4203,4203,2022,11,2022,Assistant Professor of Practice in Physics and Astronomy,Faculty Positions (visiting and non-tenure),University of Nebraska-Lincoln,Large Academic,/ad/eacf2b26,United States of America,
4204,4204,2020,9,2020,Postdoctoral Associate Positions in Theoretical Astronomy &amp; Astrophysics,Post-doctoral Positions and Fellowships,Northwestern University,Large Academic,/ad/aa37126c,United States of America,60201
4205,4205,2022,9,2022,"Tenure-track Staff Position, Atmospheric Physics of Exoplanets (APEx) Department,  Max Planck Institute for Astronomy, Heidelberg (Ref. 347)",Faculty Positions (tenure and tenure-track),Max Planck Institute for Astronomy,Large Academic,/ad/35087086,Germany,69117
4206,4206,2022,2,2021,Education Specialist,Other,National Radio Astronomy Observatory,Research Laboratory,/ad/7cd0f64a,United States of America,87801
4207,4207,2021,12,2021,Two Post-doctoral Research Fellows in i) Computational Astrochemistry and ii) the Climates of Exoplanets,Post-doctoral Positions and Fellowships,University of Leeds,Large Academic,/ad/dd5bd53a,United Kingdom of Great Britain and Northern Ireland,LS2 9JT
4208,4208,2019,6,2019,IT Specialist - Systems Administration,Scientific/Technical Staff,Smithsonian Astrophysical Observatory,Government Agency,/ad/663ca047,United States of America,01803
4209,4209,2022,11,2022,"Sabbatical Visiting Researcher, Center for Computational Astrophysics",Faculty Positions (visiting and non-tenure),Simons Foundation/Flatiron Institute,Other,/ad/626dc4a3,United States of America,
4210,4210,2021,6,2021,HEASARC Scientist Position,Faculty Positions (visiting and non-tenure),The University of Maryland,Large Academic,/ad/499c4693,United States of America,20742
4211,4211,2022,7,2022,Programme Postdoctoral Poincaré,Post-doctoral Positions and Fellowships,OBSERVATOIRE DE LA COTE D AZUR,Research Laboratory,/ad/8fb11783,France,
4212,4212,2022,11,2022,Postdoctoral Position in Machine Learning and Software Development for Cosmology,Post-doctoral Positions and Fellowships,University of Michigan,Large Academic,/ad/6f921638,United States of America,48109
4213,4213,2021,11,2021,Postdoctoral Researcher,Post-doctoral Positions and Fellowships,University of North Texas,Large Academic,/ad/de0eaa4e,United States of America,76203
4214,4214,2021,11,2021,Postdoctoral research in Observational Cosmology,Post-doctoral Positions and Fellowships,Jet Propulsion Laboratory/NASA,Research Laboratory,/ad/a8925fc3,United States of America,91109
4215,4215,2023,1,2022,Postdoctoral Associate,Post-doctoral Positions and Fellowships,Massachusetts Institute of Technology,Large Academic,/ad/57b8edbe,United States of America,
4216,4216,2022,10,2022,JWST Star &amp; Planet-Formation Postdoc - #000691,Post-doctoral Positions and Fellowships,Space Telescope Science Institute,Research Laboratory,/ad/de704b39,United States of America,
4217,4217,2021,10,2021,Postdoctoral Fellow in extragalactic MeerKAT HI Science,Post-doctoral Positions and Fellowships,University of Cape Town,Large Academic,/ad/0019e601,South Africa,7700
